uuid,speaker_id,duration
f50935d2-4950-4e30-a694-ad6b9ab6499c,S8,51.48
8375f52c-723a-4659-8adb-f016ebaa3e19,S8,85.48
d7e360a8-57e6-4dde-a143-73eeca2fdfc8,S5,23.28
5c429cbf-d7c4-4529-852a-168c47b20d97,S4,44.0
7011aa7f-0b5b-4a5b-9f7d-2ef549764b66,S8,39.2
cae6d821-2e11-45ef-afd3-2520d6e1b59a,S3,85.68
451ee2b9-7553-4cfa-b7b9-e606db9cebd1,S4,41.0
0d22cc0a-5b52-45a8-a0b7-044d12cb7466,S3,70.96
6cfc1d05-9b95-4651-a327-dc06a95a5ec1,S4,67.48
28e17b4b-844a-42da-89eb-dc853901b357,S1,81.68
122b1e83-0adf-4514-a938-b7b600d4978f,S2,69.08
a1aa00d2-6371-45b3-a90e-b5201f91f95e,S9,38.56
f87bd64d-a4aa-4525-90ec-487bc1d9da34,S9,28.32
63aa1091-37f2-463d-9896-1f7629ecc229,S7,66.88
f3285796-7a26-4367-9d00-3ef15b9b75d9,S7,75.72
71f94c1a-539a-401d-ae7c-aa0402fa6e1b,S2,26.4
034918e8-f59e-4ea1-9fa6-a2509164e4ca,S2,42.64
7d396917-4396-43ad-9fbb-80d58707b122,S2,76.8
ed9af969-09b1-4168-88c6-961c232f645c,S7,71.76
b213ea04-4502-4aa5-a573-1fd87ffaafed,S2,18.6
a977246b-85f0-49f1-961d-372e426ac3a6,S9,174.6
ff81ce5b-1d79-4b70-bc02-a616cc562b8b,S2,73.4
8c50e968-eeba-4e44-a99d-c1d1b26f123e,S2,179.88
76a3e4db-c800-4aea-a00a-2a7ad55893f3,S4,44.44
51d432d1-848d-449a-b0bc-a79c570127b0,S4,79.32
a0e2714c-8605-41ca-b544-bf3b9e20813f,S4,145.2
d4bcf386-310b-4c61-b577-afeff81107ea,S5,46.16
10bc523b-cee3-4925-8317-2ca56dd80c1b,S5,213.44
6bf9a73f-33bb-4ace-9467-9a4580be9d00,S4,51.08
33f35cd4-7303-4de4-a14c-1013c9a5423e,S4,55.56
e8eae025-51d9-4510-b11e-2fb0b0206880,S3,27.72
cf98f9fd-5f59-4a97-a4b8-b8d42177e2aa,S9,87.92
28f56397-49d2-4310-98b3-cec06ab4ac49,S9,65.2
a67dcdac-bf94-4669-a750-c5206647a897,S3,61.68
0056e015-e2ec-4c1a-a31b-c1c197da5a5e,S1,33.28
35f6875f-fd29-4785-a9cc-7e3e725c4c12,S2,42.76
73483573-193f-460d-8599-606c3ad2f611,S2,17.16
b9e92f91-faa9-4657-8a8d-fae35ad7c345,S1,99.84
87f20672-fba0-4949-95aa-5c22150abdbc,S1,113.84
4c1e61df-d420-4094-83be-abc9416bf979,S3,45.12
a29633d8-9712-4c84-aac5-35c301418fd7,S3,121.76
962cab67-d429-4abb-a285-afb1e2798d63,S1,43.76
6d6ab8fb-ed1c-4949-b37e-ecf1d408431f,S3,17.36
ec5102dc-0c98-44dd-adc6-f03f33a662f2,S1,57.8
b24f51a1-3198-4555-b7e7-fed1e8b24648,S3,51.72
d1a701d6-4199-4827-902c-3b7309c90a0c,S8,42.84
b6974106-ee00-4b98-95fd-284f07ef8821,S8,11.08
169d46ee-8de9-4865-b617-bec527806f3e,S5,70.16
71668568-d173-4405-85d8-18cb6e58b242,S8,27.24
1265dc41-a78a-4b29-8abf-caf9aadfe8b8,S5,65.12
b8d1874c-3f19-498c-ad4a-ff33d86cd25a,S8,53.0
1c324526-03c0-487d-8571-550c77591968,S5,11.24
66e03d4c-498f-4179-9509-b5dec4d53ff2,S5,27.08
f3edaa92-cfbd-4aa1-a249-f0cac8aa1304,S5,27.36
14a075e5-779e-477c-b025-7745beb8f982,S2,84.8
1c140b1f-2763-4a5c-b778-2d435d7096ad,S7,55.96
ab1509c0-4cfd-45db-85fb-9903e64ec6b5,S7,67.48
be921948-a079-4495-9906-b4b5eec82669,S8,80.88
a4a55c47-4449-43d3-8f41-8d3e104691cb,S8,81.28
4ba282ab-c890-4a58-b1d7-a55375fbd028,S5,47.28
405815b8-eb27-48de-81ff-b6467ec1b021,S1,12.2
e234f5a5-0d3a-4bc6-995f-dfba53922d08,S4,105.32
41670671-32c4-42a1-a42c-8e0205b07db9,S9,45.48
0cd41cad-fa99-40c2-a472-80850b089342,S4,31.8
2002a22d-5558-4a7c-9c1e-351f2a742603,S7,124.92
2fa69cdb-cd41-4bb2-9a44-87d99d16b890,S8,66.12
aeb61d94-bbca-4de7-8715-5d54f3ffa4f8,S7,20.64
7ef81b23-c0b5-4051-93ce-ec65f97d2511,S8,136.08
1e8c7f39-00d4-46cc-bcd4-902d89d4f0c9,S9,75.72
97146eca-4660-4c6b-8570-f20610c11c57,S1,49.6
477fd667-1f4b-4406-bda8-76ebfb297dd0,S2,67.48
e6a6712c-20ed-4b1a-97c7-4ac942b32952,S7,82.96
1a351715-1e23-447c-a157-1f8954223f9e,S1,22.8
a6e40b39-ed02-402e-8233-62558cdda135,S2,70.56
0c9b729f-f32c-4627-8c0d-fda8373454f6,S8,63.12
15983129-c520-4460-953c-86704bdcb97b,S4,164.72
47073c53-a0b7-4e38-a1f2-6ea16901e829,S5,151.36
5875dbf1-ff7a-4aec-92e0-c286d596c8e6,S4,265.6
b77dab3b-3f31-4c77-80ff-20c94f33f358,S8,118.04
3e023f34-3c14-4662-829b-b4dc8785098e,S7,28.48
d748c8a9-9094-4fe9-b484-2e75693e3422,S2,19.04
d8780bc4-c320-4aa5-b737-4d55bb2c8b37,S8,77.56
de37255b-4866-4a14-bac8-e20b468fe733,S7,174.56
aac5f666-8d70-47d1-82bd-7b1cb2561258,S5,163.4
cac1d2b9-1494-4e27-b5d1-0eeb342066d3,S4,24.92
719eef6a-248d-40ca-a42e-dcd473d6655e,S4,132.28
7af1e116-fcfb-4c64-849d-3aec159332a1,S3,69.04
26ebfd9a-b820-47f1-b681-ca7e927693c5,S7,42.04
2f3d5106-3875-44e8-a816-128afc33b86a,S2,90.72
3d9e9290-f102-483b-b21d-d0cae3f38b0e,S3,22.64
1fc34de7-f22c-4591-a841-0cbc9cfc79f0,S3,83.64
6c682a4e-65e1-4339-8d38-32a7ac61747b,S2,84.28
927d0539-04b1-4e68-b4ba-31e8456c6a25,S7,107.88
4bcdb05d-e019-4f2a-aaf7-d6c808a21033,S1,54.16
7c4111b2-4ea1-4d47-84c7-1ec7cb5801c5,S9,29.48
a0666525-3407-495a-af34-a08f5285b0e0,S9,51.12
3bd3bcff-a45e-4b91-a13e-071548b5814b,S9,11.72
01cda8f2-7840-487a-987d-3597c4737604,S1,38.0
83d24ca0-1c2f-474b-9cc9-b8310763b61c,S1,12.6
fc87f001-06f9-45ee-a2e0-18c80b6a6f09,S8,59.4
0415a5d8-8db9-4bed-8828-d2b5de04120c,S8,31.84
3a41648e-d6e0-4896-ac7a-48f73e0847a2,S5,20.24
701d13f3-27eb-45ba-8bf6-bba7f4771ade,S2,12.04
0c7ba0b4-dc94-4c76-8126-3eb3e380257d,S5,24.6
75a3eab9-5889-4f47-be2a-b68bf165c789,S2,34.92
794a55ca-5657-455f-9da4-fa99ac204096,S5,33.36
76da7eb2-e010-46b2-aecb-d4b531ac0435,S7,14.0
59e3905c-2bbe-4cc6-8ee9-59c7718e47a4,S2,39.12
e7783655-5a94-4bdb-8a03-caf99d9cd747,S3,27.2
adad09aa-089b-4144-ad13-0876852908e8,S2,16.0
8d8d4913-2cb2-4d37-9f7a-361737a064e7,S2,34.44
3f9d3e97-7912-4ad4-8880-d9ec3b106f35,S3,31.96
c4f8ea2b-6c8f-4732-aa61-0fc51d6a092f,S5,11.12
06cd66e7-7495-4159-b007-601a58c1afc9,S2,51.88
4f22f44b-5ba5-467b-907e-25ecc3f09562,S7,63.84
c945c8be-b6a2-4187-a2e4-a17bad728d87,S1,41.28
ae2684fb-0fd2-4b9c-a5ba-56a61c1c44b7,S7,26.44
46de8551-2760-45a9-a536-7acea9a59145,S1,73.76
85a0bff7-0f84-4986-b6a9-ef8f69d8fe5f,S9,65.6
739e0a81-edc6-4266-9916-4113947ec62b,S1,42.8
ebab1801-cb1b-467c-bd38-a2aa1e7deaac,S1,102.16
a9063382-0d7c-4f99-bf58-03c411f0f043,S3,26.44
3578d214-6b56-4492-a993-6e85cb86d41b,S3,30.08
1302303d-642e-4ae9-89e1-865e3eb9a583,S9,60.0
5ad5be01-5b17-419d-9b0d-5a098dcd1ec7,S2,37.08
a9264096-681a-44a2-a35f-1c0448833daa,S7,44.68
965f4acc-3ddd-4c48-9e4b-511cb8a7b56c,S7,39.24
83987dbc-55b4-4f79-a0d6-4f4711cf4fed,S5,27.2
d41e8039-bb2a-4fd8-8cb3-095878a59646,S1,59.12
b63b94c0-9418-4571-a7bf-467dba8a65eb,S1,74.4
6c1e22f8-0f6a-4b2d-8456-f40257787ee2,S1,42.84
1b1fe74c-ac05-4c5b-8ca0-141377d9c743,S1,29.76
7086fe2b-d763-4a70-b9d9-b4db100073cd,S3,33.72
8ffb5afa-5a87-4000-9722-450896d6fe52,S3,66.24
d5be76c3-329c-4595-b9b0-b7877ff735f5,S2,25.84
c4eea6a3-0d6a-4ca7-9a80-ca248ddb8d06,S7,29.84
3e464a95-5a83-4d8f-8743-6f2f833795f8,S3,26.36
25b2225b-764d-4e51-9054-f8f0655abaf1,S3,29.32
49c70adc-4ef7-4b97-a037-a5cf801f33d0,S7,13.24
dbf5b4f6-5462-4ef9-be06-1c0047e95c12,S1,57.72
d8f66c89-4064-46dc-bcb5-755b782fa2ce,S5,47.8
7c491c0a-f12a-432d-bf2d-2780daac4fea,S2,26.08
476fe11c-0df0-4259-a384-4caba3c7e436,S2,106.96
031f6556-d2cf-4834-9fda-7bf1fbd62d5b,S9,49.84
b2542aae-4f93-4c9d-8fd2-f28f2395b063,S2,14.08
5a110212-1c8a-4070-b394-d874df69861e,S7,114.48
cda5480d-ee96-49f4-aa8f-9a694f6cf954,S2,33.36
7dc9ea56-ddb4-4ed9-9625-65d3c174edad,S2,35.44
3b8bb749-920a-45f4-8a5f-fcb03c014494,S1,37.4
eb9b49cb-87fc-4d37-b600-7b9ba6f5139b,S1,50.28
3d85524a-da70-4d97-ba78-f290083c73ad,S3,11.16
7ae9a750-08b4-4cbd-a95a-839ef4e99b29,S9,35.52
23205836-644c-4c12-9897-26f682c130ed,S1,137.08
a895ff07-f1cd-4413-830c-72e2abdab1b9,S9,89.56
42d9fea2-eb9f-424e-b10d-b370b20c4e78,S9,42.68
23f4a3a8-0aa3-46b7-9bcf-65f41b31d4b4,S9,60.08
1ebf31f6-c1c3-44c5-909a-8be84956de3c,S1,27.68
18dbc615-d12a-4281-bf15-fbbccf4ab390,S4,40.24
698cc4f9-3df3-444f-ba3a-8d1ea124deb4,S4,66.36
9ad6d49b-1afd-4d20-8b6c-fd0516f565c0,S2,28.68
27e00f4a-594c-4ae4-bffa-7826bfb20a05,S7,51.8
93670db3-6dd2-42ad-9d4b-bf556f2aeeb8,S7,29.44
6589960b-b495-4a21-bf6b-8e84f6768b39,S1,63.44
181dfd65-59c8-4f32-8273-86189cbf89f8,S3,85.96
50ec54ff-7ae4-4285-a2d1-6e784c0eb856,S1,100.28
f9ac521a-12af-495f-8209-04b994db8e19,S3,74.64
1bffab6b-8699-43eb-a7e4-cac4b03c11aa,S9,24.08
72da9a74-fbf6-4c81-a680-bf0a7fa9614c,S4,81.08
cf57a8d7-0565-41b7-a437-5a0e9d802134,S9,28.68
96a6abc0-1949-445c-af32-fda6590475a8,S5,83.84
cc18dcf9-6658-4cce-8133-7ad1627ecc02,S2,92.8
17c687ea-722a-49ad-ba15-7cf770acbb50,S5,156.24
d472876d-900e-4efb-ad78-5028f0189ea8,S2,33.72
e17d308e-f4bf-4871-aee6-d0736b55b4e8,S5,57.2
97a14613-decc-45de-ad82-5b0a35838222,S5,11.64
dec6c6a7-af89-4b1e-a60e-45a7ae4432ef,S2,71.36
098a981a-7f61-474c-8fad-b1851bae23c4,S9,41.8
faae14c7-7e5b-488b-a7f6-ea891dfd6fa5,S9,43.08
17b76d8c-2ca1-4e48-8283-d731281aace2,S4,58.52
d399842c-d866-4e42-ab2c-c711934c6575,S5,27.44
d22c6e1f-b1d6-4010-973c-254428a1bfe2,S2,13.2
32a9cdb0-5d58-43a5-a68f-667b613cddc0,S1,29.56
73336314-915a-4bd9-8279-5f7a736264d2,S9,27.72
fe3c33c5-90b7-46c4-9502-8aa6ecc5b736,S1,37.88
24aaf3fc-395b-4480-9eec-f0021a1eeb62,S7,11.0
32c6ae28-dd68-492a-9d15-73b8b0ba5275,S1,177.12
681d9bc6-88c2-4481-b474-24e226ec0b84,S7,29.48
8ceb3552-6da6-4c76-b2ca-6543f7255565,S2,27.84
e21ac24c-0ac8-4e7d-b919-a84bc822b23e,S3,46.32
58cc4a1d-af04-4f94-ab42-c829f5d4545b,S2,45.24
82983115-1698-48dc-bd47-b6213f7942d9,S9,32.4
df7045ed-4e89-418c-a7fa-61da785063aa,S1,93.68
76c2fe69-ad71-4885-9a74-ff3c9f8ef377,S2,42.88
9be9deb3-e568-4568-b3ab-fb1ee41a4828,S7,80.96
83759267-ec84-4a41-ae91-d3543f1bf78b,S1,63.6
7708d0e4-f56f-42fb-8498-b6efcb85eadc,S1,34.2
e03bde63-d7c8-40a0-b29d-6a397d7f999b,S4,29.16
c95dae3c-d2aa-43ba-9349-49d64c2c5565,S3,50.12
7fcaf9db-dcfd-490c-8d62-5880ff27e74f,S1,29.52
29c8c97a-03cb-4e86-b960-c3eaa1a463dd,S5,11.56
1e5aecf8-e8b0-4b22-9890-896ec24c6ba7,S1,325.48
e4442b67-38b6-4f68-abc0-e1918ed814ef,S9,11.36
cfcd6dcf-c663-40ee-b313-ade1a0fbb3ea,S4,79.92
d2fc8d21-5647-4c30-83f7-9a77ef165ac0,S3,100.88
e04292cb-a98a-44f9-b3d7-4fcf15252cae,S7,182.0
6e67d21d-7da9-4b33-a082-3875b758daff,S2,46.68
877f6585-2f22-479b-8f4a-c1945ac79853,S2,92.44
8c213817-9e4c-4c96-a4f0-dff9903eb40c,S7,19.16
927f8ebf-decc-4df9-9635-edfe8af0b3c8,S9,119.96
b3068b29-8083-411e-b833-96d7fee0f220,S4,67.52
86bac63f-efbe-4d43-945d-90e80ad9156a,S2,54.08
aa27d46a-14af-4323-89f1-269b29e80845,S7,51.4
66c269ac-0f21-4cb5-aaf2-b245c78bfcbb,S2,45.4
7901380d-d690-48e7-809e-8d58bb3b109b,S2,77.84
83c59d36-2f3f-4757-be78-c1e48d3d594d,S2,63.2
d05d9a45-975e-4b26-acd2-38e7a6bd79b2,S9,17.2
e9940d59-19d9-4d3e-a39e-d973f81334ad,S7,34.12
4b9d4b6c-40b9-499a-bc27-e6f9ceeeec1d,S4,17.36
dbed3435-7e4f-4821-838a-c46ce3493762,S5,31.2
45ed837e-0346-4c94-95fc-ec9032322e7b,S4,40.04
016adf82-f01a-4b8f-bc66-afecc0d54b86,S5,43.52
0e56480f-2536-4fcd-9e93-4a8cbd6b5c05,S4,68.76
2af6daf2-0262-4f23-9b0b-ce409bddda7d,S5,73.36
f425519a-f143-4c04-b0eb-6f1807fba2ef,S1,70.76
6e337231-81f8-4640-aa51-fa778e9d9a05,S3,77.92
3681477f-b4ce-4280-911a-e62690608d4d,S2,60.28
366de00c-26cc-442c-964d-be87fbdbb22a,S3,56.0
f2810d85-f761-4793-9b0d-90786cbb0624,S1,78.36
b18dd888-629d-423d-affc-b6573304f9aa,S3,21.08
dcd07eed-1e30-4c81-942e-b730b74586d0,S4,55.0
41a33462-ed42-4579-9015-f2f642000258,S3,218.32
3bf27fa3-adae-4bc0-a1cd-4e1336913b15,S3,45.6
45d89028-9d00-4fcd-a965-41a27bb108ab,S1,67.76
2629bf72-9eaa-4a1b-9260-62f8e2f9e1ea,S3,14.68
8fbd4857-a001-4204-a314-20596563b3f7,S2,34.56
69ae04e2-dbb6-4236-9d12-ca7d0642d89a,S9,71.48
390e84ee-5ff4-4065-a5ea-6b9b7fe4b1fa,S2,39.84
eeca3c37-7405-4d89-b97b-2ea6f9fafe16,S9,18.32
17192489-3c04-4f16-a10b-ac8453097f63,S9,23.0
4b005fd1-2587-430c-8ba2-a5bc478edef5,S9,25.4
27dbd40c-3310-405b-9c6f-df2e6437c75a,S2,35.36
02445e5c-7780-4e8d-9f4b-500c95551108,S2,31.48
86c4ae19-b2ea-4d51-a0ec-2ec088c8eda7,S1,21.92
1f473dda-a9d5-40ae-8c9b-9df0475e21e5,S1,28.36
88e74b80-be3d-427b-96c5-24b1ee668666,S1,95.72
488a0fb5-c56e-48a9-aeda-622d8b403895,S5,44.44
6c6c2e72-e265-4656-82d0-1e66cc7e5796,S2,17.16
c60ade09-d7a0-46cd-b06d-87a5f531e78d,S2,13.52
ae2322f9-6699-4324-87cb-52c68bbd2af0,S9,100.32
83b8ec1d-97c1-4fbb-b84a-09366063c983,S9,130.08
0a83479a-7e1e-4f66-982d-9d49370dbd20,S2,70.88
a00c6c0b-9e84-4ed6-8eb0-c12a6eae775b,S4,131.48
3af95599-66c2-491e-8362-f7dd80b3123a,S9,79.84
85613321-1741-4626-aa9e-70674f2b9d0a,S9,96.0
b78c1d8d-a9cb-4062-9a4c-385a12839c6f,S4,40.08
a610d212-b560-4482-95ee-e753a0672c23,S2,25.68
5ccaa9d5-465c-4edb-8190-020922f4484b,S3,45.72
a793ea98-9159-4515-9e2c-672e08a2c311,S5,136.76
65e4a8af-8e23-499b-8f7e-7524780cba44,S2,20.44
2cbdc332-c07c-40c0-a938-b2185c71d2d3,S4,86.56
0dba797b-61ae-47c3-bad9-3878b5713994,S9,10.48
644e6fef-f71d-42d1-8e38-836c71ca6bc4,S9,26.96
66b9da4b-75de-44ef-80d3-20a17295b12d,S1,97.12
1d16efe9-3d42-4903-ab22-1699bf9c7f5d,S9,45.52
c58694ec-07b8-4f04-9407-6bce74e9ca86,S9,42.96
2584afa3-cec3-439e-ac75-906eb97baf39,S1,12.24
eaae465b-ded5-41c8-94d9-230c6848a3d5,S7,61.32
3479677b-0884-405e-81cf-c1889da55477,S3,92.2
e527fa48-3c4c-42c4-8e5b-6032dfc06027,S1,109.52
c2839096-8d67-46fe-a6d2-7245ad4cf257,S2,49.32
e6edaa0e-e9cb-4bb6-ae5c-e099e116c462,S7,78.76
1295c8a6-32c9-4151-a15e-216dd7af34d0,S2,49.04
53b56fd1-1d26-4447-8418-369e3cf2860b,S2,43.32
c8195ac6-c45e-4e41-a88a-a1464f5f3bae,S2,74.72
2a829b1d-e5fa-4273-8c5e-03a09e8a9b07,S9,31.6
7888cd72-13f6-4cfa-b9d7-9f1cf03fbe4e,S3,137.24
8844ff0a-5a18-4087-8b4a-27a7f5de7b1c,S3,9.56
1fc8c51d-a8b1-4471-9b97-8d973653d798,S4,82.24
3e76de7f-48cd-4e8d-a1f1-bb50ecc5fd20,S4,27.8
c31492e1-a635-403c-b07f-f107e1155d1a,S1,68.28
bba6fe31-2aa7-41ea-abbf-09187e7ae81a,S3,61.04
cd08e13e-769b-45f9-b28f-9565cc5d9ca3,S7,133.56
bb4a65b1-6d4e-432b-97c3-d0ac3b50eb5a,S1,62.8
2b62ccda-6b32-4aa7-bae2-f4723db78d51,S7,9.72
7c24ca97-9e7f-4ac9-855b-0bf9f1c6d055,S9,58.68
01485e3f-6eea-484d-9a4e-64fa57c7efbf,S9,90.0
73634cb5-028c-4408-b1a0-7e201aab62c0,S4,46.92
fc83e527-f2fa-48d6-91b8-0ac3322c2e4d,S9,31.68
d9d39bfd-4105-4279-afc3-99e297ccef99,S4,30.0
f6586161-b155-425d-87e3-5334a1a778e9,S2,17.72
a0c3ed6f-35ed-48a6-a662-ebc566cfe889,S7,41.96
15a434a6-747d-40b5-a003-1290cf36c453,S2,52.36
f94c4a59-ab50-4271-886e-09a1237d6649,S5,12.4
39270085-f44e-4e92-943a-edc8005ae91d,S1,105.96
9bf14a0f-684a-41d2-9b28-88f9675a46b9,S4,23.88
2b57b117-4201-4899-9cb5-e64ec6774028,S2,43.2
8e399d04-6cee-4b17-82f2-c57e2089a492,S1,56.16
1c5c18d3-6425-453d-9f49-e203f76cb5c8,S5,58.48
f2c7953c-6d75-4d02-8b15-3d24c5083103,S5,65.0
4e408ca9-e55b-41b9-910a-61d48652eed1,S5,27.44
51561a83-5fdb-41b7-869b-874b3efe6d21,S1,12.72
00aaa85b-557c-4e6f-b7d2-f4389824d59a,S5,34.16
5ea57651-3981-461f-885d-a89a901b9106,S9,18.32
f58e180b-7106-4d63-8234-95f778de61fd,S2,37.16
f802d038-ccc4-4b84-b675-a61fbfa34c42,S1,41.32
a4b06af4-fa7b-479a-9fbb-c613fac9e836,S4,36.0
6ba63d9c-95aa-4df0-89cb-d2a6b68cb3fe,S5,47.24
4f2f8093-00c7-4e3d-858c-ecf93bc73f54,S5,19.44
3adfddd5-0f7a-47c4-80a0-f0ed02677cc6,S2,15.76
6934ac9c-b6c5-4c8f-8865-82428d375322,S2,28.4
0270b0fe-f539-445f-9236-132842fa5ed8,S2,78.12
5935d9e8-2f88-4063-a68c-c388db01ea72,S7,73.68
d2dca644-53b8-4e26-9b70-f010290f432f,S2,29.0
02527c2f-c6f2-4de4-98a2-60ee83f9c11f,S2,22.8
a85c5900-892b-457f-8afb-0d93d936186d,S3,147.32
780d06cd-0725-4b22-b55e-36380ec5cd0a,S3,19.56
9f1d3949-0583-4aa4-bfc0-164349010eeb,S2,75.68
ae3e1dec-835f-4ecd-b3c3-839d6eaf6c71,S3,32.16
1fb89364-f92a-407d-ad93-96adf803b368,S3,27.36
3caf6648-9fe5-4307-86ad-82f9d853a626,S4,26.6
be3283f2-82a6-4a3f-9140-4aace0c498d2,S4,26.36
677fe75c-e04c-4272-9e3d-75d602dfedd8,S9,17.28
65b190e7-c563-4a0b-8150-731b8be9149b,S7,20.56
984211f6-cf63-4a88-8e9a-76065dc76f6d,S4,27.72
77d63114-2bf9-4e6f-89ce-384890a83ce3,S9,63.92
2fcf2869-ab17-46e9-a7c2-d70bd693916d,S5,63.72
2d76cd64-a1ac-4241-b9e5-b4f4a0e870e7,S5,11.92
a29affb0-0904-4d9d-8162-93a9f41ec713,S4,30.88
b3b07e37-83bd-4ac8-b948-bfa0474bac64,S4,50.6
1d073c53-d211-42a5-89d8-d398feb0656e,S7,66.24
e53b9249-1fb7-4562-ba44-54578e301b24,S1,35.64
f15d3f4c-4403-4641-bdf7-10e29061d965,S7,32.28
c5acb865-c587-4211-87b3-74e7cdd9ba85,S2,23.0
9c0c5cef-b5a3-461c-938d-ee1064b83543,S5,35.28
16f5abd8-c5ca-4edb-b079-145b459db2c5,S2,31.16
232af101-70d1-4f42-8dd0-226daaf05abd,S4,190.44
1ce3e1b0-7ddc-4e7d-b0ae-03a680d2a9bf,S4,33.44
bf615aea-d781-4dc4-8047-c944c73a1f39,S7,69.44
a72a2770-9b3a-4f30-acca-48eb95e8b0e5,S3,12.16
77fdec41-47d8-43e5-a405-977c3896382d,S3,30.52
2bcc0c7c-7bd5-4e8e-8864-1b404161fe30,S1,69.88
280ec2dc-115b-4f42-b8c7-a28d0a4c0429,S9,70.88
30c02986-f24e-473a-9ec1-8e7a5e08bf95,S2,9.84
a54b04e9-5366-47a4-8dd0-375b1adf143f,S9,13.24
0402fcf1-bc4f-4218-8a60-390ec1856b1c,S1,12.04
8f407f3e-5e01-4721-9c37-a89be78bcaf3,S1,53.52
8b3db794-d753-4a66-9423-a97ddc6b6481,S9,13.96
a687ed59-edb1-47e5-84b3-0d612188ec84,S2,75.0
edebf496-c992-48d6-88f9-78cd574e69da,S7,58.88
94624934-513a-4004-8515-cdebc7c44317,S9,64.04
689e28e9-5caa-4418-9af5-596caf69f6c9,S7,141.16
7565e85d-f294-4fd9-84b5-f243f6bb9c2a,S7,59.84
2a520860-410f-44d3-9cd6-1b039c7d8cfc,S2,30.72
72dbe1f2-3893-4d7e-9777-2799f5a23235,S2,15.76
0f288461-1bbb-47df-94e2-fbde2981aae3,S1,43.24
8918d3a3-6f4a-492d-9e59-37ff326376e5,S1,58.64
5b608495-5b6b-4a30-b559-b3f19058146e,S4,64.48
9a6a1137-7719-473d-bcfb-b7c454de46d2,S4,40.68
4fdb2834-d7cf-4331-b887-325fcf24e9be,S5,62.56
db9e75f3-2e9b-480b-ade0-25d2a4f41dca,S9,158.96
adee5fe1-1219-4d53-8174-0b509f23d5e8,S4,28.44
7233c9ca-0f8c-4cbf-8720-a40be51c3562,S9,69.76
7b64b1b9-87e2-4e5b-aa42-befb351376c4,S4,68.28
dae06979-a421-49c7-983a-344c174fcbc1,S3,79.64
6294d1e5-9281-48fc-bad1-3fa588c4b5d0,S2,79.56
d44fe47f-f9ea-4df2-aff4-1663bf740c98,S2,11.88
f1449af0-e005-4367-a6b1-0643fdaf5cbc,S4,80.48
3134df65-d7ee-4624-9ba2-a7acc120d597,S9,27.68
7de72b69-3190-4f48-9178-ff00a59bcbfd,S2,51.92
99b1d8dc-27d3-48b9-9498-0d059ed02afc,S2,42.24
57fad71e-0c12-4a8a-af07-c2cf68697a60,S1,78.6
77becc2f-9634-45fd-9a04-216950dfe6c9,S1,42.88
3c2165d1-40db-4b64-9bd2-f94743eeabf3,S3,51.04
e4081c0e-8203-43b7-947e-ad5db9f8adec,S1,13.52
1e1cc2be-f173-4001-81b4-b571d96523e2,S4,68.72
fedfe239-2a44-4389-9725-3e80fe6c231e,S7,48.08
aa80309f-358d-43bc-a453-66cbbb0b5edd,S9,42.56
4248e021-34a9-44b3-94e9-561bf993041e,S1,46.6
d5c75c69-495f-480d-81a0-6c3ce176f052,S4,64.28
d5b9c1e5-2a71-44cf-a7f7-73619648afbe,S9,22.32
46d8e3c6-8856-46a6-92e6-5283b45d961e,S3,75.4
087c7823-ee45-419b-a810-bf8eb5ff99ea,S1,35.92
d7e09179-ee6a-4a6f-9039-1ea98f387a46,S4,9.2
9384062f-1c5d-458c-b5fc-bd0d196fcb3f,S4,38.68
9f05e42e-4d96-4469-9924-2d19de4b146c,S7,8.36
8bee6d7a-98b3-41f2-ac68-8ba5d24859ea,S1,63.6
402c5e3e-1ea3-4f39-92a8-0bcf557f3ee7,S1,27.0
a8411150-8b0c-466e-8e36-46fe16badf63,S2,24.84
eae91488-d171-4dd6-ad14-e4b29431d49d,S9,25.4
c8f415cb-377b-47e9-807d-d80e6603c596,S9,31.84
6d7bbf53-8b2f-43ac-81ed-72d91b5450fa,S1,37.56
390a745d-9081-41dd-a5f0-2083a153367a,S9,36.64
b985b05c-546a-4913-8a7c-f01b81bb449a,S2,41.72
b7b4ac98-ec80-4cfd-84eb-e841f9320a42,S9,66.84
d2b6720c-848c-4ec3-86fd-254f7bfd1805,S9,11.12
4aaa94c7-9107-4836-ac2f-8cab048a99fe,S2,40.96
cbf32cb6-95fa-458a-aaa8-d7e3a89924ec,S5,135.36
edb59cc7-69cd-42f4-8870-40bedeb617a8,S1,101.44
a95b2ec5-c233-437e-8369-0266496692bd,S1,50.6
96cb7c23-e697-495a-990d-5f5a64a12104,S1,119.64
0e2ed5f2-7f50-425d-aa1e-f63550132d04,S2,60.88
2cc6113d-65bb-413d-ad66-ec48f6ff7172,S2,104.68
980eaad3-4004-4036-8505-488ba7a80202,S5,73.88
792ea9a0-5f3a-420c-92c1-b49653110e91,S2,134.64
00637815-da00-4ed6-ad75-f0f3d16c6c7e,S2,56.0
886606e2-5c44-48a1-b643-512d4ea4ca7d,S2,67.36
d7176b64-35cb-4f62-8d67-0851fac93a9c,S2,25.36
209c6ed1-0ec4-4185-985b-734abc613cb3,S5,116.48
ce7e3eb7-d9df-4a45-9196-0770fcff669e,S1,34.2
02981683-8b0c-41ee-ae0e-7298a7e389b3,S1,82.2
